Code,nama,nama.1,energi_kkal,protein_g,lemak_g,karbohidrat_g,serat_g,abu_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,b_kar_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitamin_c_mg,isValidated,validatedBy
ZIN0160,semur tahu,semur tahu,136.950286728,13.7,0.0,4.5,0.0,10.6,0.8,0.0,0.0,7.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0161,tahu,tahu,76.003824048,8.1,0.0,4.8,0.0,1.9,0.0,0.0,0.0,15.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0162,tahu goreng,tahu goreng,206.022944432,7.3,0.0,20.3,0.0,1.7,0.0,0.0,0.0,14.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0163,air kelapa tua,air kelapa tua,17.9254302,0.1,0.0,0.3,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0164,ampas kelapa,ampas kelapa,353.967495016,3.3,0.0,33.5,0.0,15.2,0.0,3.0,0.0,26.0,0.0,0.0,356.0,0.0,0.0,1.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0165,anggur hutan,anggur hutan,30.114722736,0.1,0.0,0.2,0.0,7.7,0.0,3.0,0.0,2.0,0.0,0.0,58.0,3.0,0.0,1.0,0.0,0.01,0.0,True,www.nutrisurvey.de
ZIN0166,apel,apel,59.034416792,0.2,0.0,0.4,0.0,15.3,0.0,6.0,0.0,3.0,0.0,0.0,115.0,5.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0167,arbei,arbei,52.103250448,0.7,0.0,0.4,0.0,12.8,0.0,21.0,0.0,34.0,0.0,0.0,196.0,16.0,0.0,1.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0168,asam mangga,asam mangga,65.009560192,0.5,0.0,0.3,0.0,17.0,0.0,43.0,0.0,5.0,0.0,0.0,156.0,10.0,0.0,1.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0169,asam masak di pohon,asam masak di pohon,255.019120312,2.7,0.0,0.4,0.0,67.2,0.0,3.0,0.0,3.0,0.0,0.0,638.0,1.0,0.0,1.0,0.0,0.14,0.0,True,www.nutrisurvey.de
ZIN0170,mempercayai,mempercayai,32.026768624,0.6,0.0,0.4,0.0,7.2,0.0,10.0,0.0,2.0,0.0,0.0,116.0,37.0,0.0,0.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0171,belimbing wuluh,belimbing wuluh,32.026768624,0.6,0.0,0.4,0.0,7.2,0.0,10.0,0.0,2.0,0.0,0.0,116.0,37.0,0.0,0.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0172,buah pisang susu,buah pisang susu,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0173,bungkil kelapa,bungkil kelapa,370.936902272,1.7,0.0,16.8,0.0,57.6,0.0,2.0,0.0,13.0,0.0,0.0,179.0,0.0,0.0,1.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0174,cempedak,cempedak,115.91778196,0.8,0.0,0.2,0.0,31.2,0.0,11.0,0.0,26.0,0.0,0.0,465.0,91.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0175,Cerme,Cerme,59.034416792,0.2,0.0,0.4,0.0,15.3,0.0,6.0,0.0,3.0,0.0,0.0,115.0,5.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0176,cimplukan,cimplukan,30.114722736,0.1,0.0,0.2,0.0,7.7,0.0,3.0,0.0,2.0,0.0,0.0,58.0,3.0,0.0,1.0,0.0,0.01,0.0,True,www.nutrisurvey.de
ZIN0177,cileng jeblokan,cileng jeblokan,30.114722736,0.1,0.0,0.2,0.0,7.7,0.0,3.0,0.0,2.0,0.0,0.0,58.0,3.0,0.0,1.0,0.0,0.01,0.0,True,www.nutrisurvey.de
ZIN0178,duku,duku,59.034416792,0.2,0.0,0.4,0.0,15.3,0.0,6.0,0.0,3.0,0.0,0.0,115.0,5.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0179,durian,durian,97.99235176,0.8,0.0,0.8,0.0,24.8,0.0,30.0,0.0,22.0,0.0,0.0,226.0,4.0,0.0,0.0,0.0,0.18,0.0,True,www.nutrisurvey.de
ZIN0180,duwet,duwet,59.034416792,0.2,0.0,0.4,0.0,15.3,0.0,6.0,0.0,3.0,0.0,0.0,115.0,5.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0181,gori nangka muda mentah,gori nangka muda mentah,43.977055424,1.4,0.0,0.2,0.0,10.2,0.0,5.0,0.0,15.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0182,jambu udara,jambu udara,59.034416792,0.2,0.0,0.4,0.0,15.3,0.0,6.0,0.0,3.0,0.0,0.0,115.0,5.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0183,jambu biji,jambu biji,50.908221768,0.8,0.0,0.6,0.0,11.9,0.0,184.0,0.0,14.0,0.0,0.0,284.0,79.0,0.0,1.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0184,jambu bol,jambu bol,59.034416792,0.2,0.0,0.4,0.0,15.3,0.0,6.0,0.0,3.0,0.0,0.0,115.0,5.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0185,jambu monyet buah,jambu monyet buah,50.908221768,0.8,0.0,0.6,0.0,11.9,0.0,184.0,0.0,14.0,0.0,0.0,284.0,79.0,0.0,1.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0186,jantung pisang,jantung pisang,21.032504768,1.2,0.0,0.7,0.0,5.0,0.0,7.0,0.0,40.0,0.0,0.0,150.0,96.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0187,jeruk bali,jeruk bali,28.919694056,1.1,0.0,0.3,0.0,9.3,0.0,53.0,0.0,11.0,0.0,0.0,138.0,3.0,0.0,0.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0188,jeruk garut,jeruk garut,47.084129992,0.9,0.0,0.1,0.0,11.8,0.0,53.0,0.0,30.0,0.0,0.0,181.0,8.0,0.0,0.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0189,jeruk manis,jeruk manis,47.084129992,0.9,0.0,0.1,0.0,11.8,0.0,53.0,0.0,30.0,0.0,0.0,181.0,8.0,0.0,0.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0190,jeruk nipis,jeruk nipis,28.919694056,1.1,0.0,0.3,0.0,9.3,0.0,53.0,0.0,11.0,0.0,0.0,138.0,3.0,0.0,0.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0191,jus alpukat,jus alpukat,79.110898616,0.5,0.0,3.8,0.0,11.8,0.0,2.0,0.0,16.0,0.0,0.0,150.0,2.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0192,hanya tomat,hanya tomat,21.988527712,0.5,0.0,0.2,0.0,5.3,0.0,10.0,0.0,8.0,0.0,0.0,111.0,44.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0193,kasreng,kasreng,59.034416792,0.2,0.0,0.4,0.0,15.3,0.0,6.0,0.0,3.0,0.0,0.0,115.0,5.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0194,kedondong masak,kedondong masak,32.026768624,0.6,0.0,0.4,0.0,7.2,0.0,10.0,0.0,2.0,0.0,0.0,116.0,37.0,0.0,0.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0195,kedondong muda,kedondong muda,32.026768624,0.6,0.0,0.4,0.0,7.2,0.0,10.0,0.0,2.0,0.0,0.0,116.0,37.0,0.0,0.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0196,kelapa 1 2 tua daging,kelapa 1 2 tua daging,177.103250376,1.7,0.0,16.8,0.0,7.6,0.0,2.0,0.0,13.0,0.0,0.0,178.0,0.0,0.0,1.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0197,kelapa ampas,kelapa ampas,34.894837456,0.3,0.0,3.4,0.0,1.5,0.0,0.0,0.0,3.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.01,0.0,True,www.nutrisurvey.de
ZIN0198,kelapa muda air,kelapa muda air,17.9254302,0.1,0.0,0.3,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0199,kelapa muda daging,kelapa muda daging,70.028680648,0.5,0.0,3.4,0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.01,0.0,True,www.nutrisurvey.de
ZIN0200,kelapa muda daging + udara,kelapa muda daging + udara,70.028680648,0.5,0.0,3.4,0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.01,0.0,True,www.nutrisurvey.de
ZIN0201,kelapa parutan,kelapa parutan,177.103250376,1.7,0.0,16.8,0.0,7.6,0.0,2.0,0.0,13.0,0.0,0.0,178.0,0.0,0.0,1.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0202,kelapa tua daging,kelapa tua daging,353.967495016,3.3,0.0,33.5,0.0,15.2,0.0,3.0,0.0,26.0,0.0,0.0,356.0,0.0,0.0,1.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0203,kelengkeng,kelengkeng,79.110898616,1.2,0.0,0.2,0.0,20.2,0.0,69.0,0.0,2.0,0.0,0.0,250.0,4.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0204,kembang turi rebus belu,kembang turi rebus belu,21.032504768,1.2,0.0,0.7,0.0,5.0,0.0,7.0,0.0,40.0,0.0,0.0,150.0,96.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0205,kenthos kelapa,kenthos kelapa,353.967495016,3.3,0.0,33.5,0.0,15.2,0.0,3.0,0.0,26.0,0.0,0.0,356.0,0.0,0.0,1.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0206,kepel,kepel,59.034416792,0.2,0.0,0.4,0.0,15.3,0.0,6.0,0.0,3.0,0.0,0.0,115.0,5.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0207,kesemek buah genit,kesemek buah genit,65.009560192,0.5,0.0,0.3,0.0,17.0,0.0,36.0,0.0,14.0,0.0,0.0,156.0,400.0,0.0,1.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0208,kluwih mentah,kluwih mentah,103.011472216,1.1,0.0,0.2,0.0,27.1,0.0,29.0,0.0,10.0,0.0,0.0,490.0,4.0,0.0,1.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0209,kokosan,kokosan,59.034416792,0.2,0.0,0.4,0.0,15.3,0.0,6.0,0.0,3.0,0.0,0.0,115.0,5.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0210,kolang kaling,kolang kaling,43.977055424,0.2,0.0,0.3,0.0,11.5,0.0,5.0,0.0,2.0,0.0,0.0,86.0,4.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0211,kulit melinjo,kulit melinjo,114.961759016,2.3,0.0,0.4,0.0,28.6,0.0,131.0,0.0,70.0,0.0,0.0,547.0,209.0,0.0,0.0,0.0,0.2,0.0,True,www.nutrisurvey.de
ZIN0212,kurma,kurma,278.919693912,3.0,0.0,0.5,0.0,73.6,0.0,3.0,0.0,3.0,0.0,0.0,698.0,1.0,0.0,1.0,0.0,0.15,0.0,True,www.nutrisurvey.de
ZIN0213,langsat,langsat,59.034416792,0.2,0.0,0.4,0.0,15.3,0.0,6.0,0.0,3.0,0.0,0.0,115.0,5.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0214,mangga gedong gadung,mangga gedong gadung,65.009560192,0.5,0.0,0.3,0.0,17.0,0.0,36.0,0.0,14.0,0.0,0.0,156.0,400.0,0.0,1.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0215,mangga golek,mangga golek,65.009560192,0.5,0.0,0.3,0.0,17.0,0.0,36.0,0.0,14.0,0.0,0.0,156.0,400.0,0.0,1.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0216,mangga harum manis,mangga harum manis,65.009560192,0.5,0.0,0.3,0.0,17.0,0.0,43.0,0.0,5.0,0.0,0.0,156.0,10.0,0.0,1.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0217,mangga indramayu,mangga indramayu,65.009560192,0.5,0.0,0.3,0.0,17.0,0.0,36.0,0.0,14.0,0.0,0.0,156.0,400.0,0.0,1.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0218,mangga keong masak,mangga keong masak,65.009560192,0.5,0.0,0.3,0.0,17.0,0.0,43.0,0.0,5.0,0.0,0.0,156.0,10.0,0.0,1.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0219,mangga kopek,mangga kopek,65.009560192,0.5,0.0,0.3,0.0,17.0,0.0,36.0,0.0,14.0,0.0,0.0,156.0,400.0,0.0,1.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0220,mangga kopyor,mangga kopyor,65.009560192,0.5,0.0,0.3,0.0,17.0,0.0,36.0,0.0,14.0,0.0,0.0,156.0,400.0,0.0,1.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0221,mangga krasak,mangga krasak,65.009560192,0.5,0.0,0.3,0.0,17.0,0.0,43.0,0.0,5.0,0.0,0.0,156.0,10.0,0.0,1.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0222,mangga kuweni,mangga kuweni,65.009560192,0.5,0.0,0.3,0.0,17.0,0.0,43.0,0.0,5.0,0.0,0.0,156.0,10.0,0.0,1.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0223,mangga masak,mangga masak,65.009560192,0.5,0.0,0.3,0.0,17.0,0.0,36.0,0.0,14.0,0.0,0.0,156.0,400.0,0.0,1.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0224,mangga muda,mangga muda,65.009560192,0.5,0.0,0.3,0.0,17.0,0.0,43.0,0.0,5.0,0.0,0.0,156.0,10.0,0.0,1.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0225,mangga nanas,mangga nanas,65.009560192,0.5,0.0,0.3,0.0,17.0,0.0,36.0,0.0,14.0,0.0,0.0,156.0,400.0,0.0,1.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0226,mangga pakel,mangga pakel,65.009560192,0.5,0.0,0.3,0.0,17.0,0.0,43.0,0.0,5.0,0.0,0.0,156.0,10.0,0.0,1.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0227,mangga sengir masak,mangga sengir masak,65.009560192,0.5,0.0,0.3,0.0,17.0,0.0,43.0,0.0,5.0,0.0,0.0,156.0,10.0,0.0,1.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0228,mangga sepat,mangga sepat,65.009560192,0.5,0.0,0.3,0.0,17.0,0.0,36.0,0.0,14.0,0.0,0.0,156.0,400.0,0.0,1.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0229,mangga telo,mangga telo,65.009560192,0.5,0.0,0.3,0.0,17.0,0.0,43.0,0.0,5.0,0.0,0.0,156.0,10.0,0.0,1.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0230,manggis,manggis,59.034416792,0.2,0.0,0.4,0.0,15.3,0.0,6.0,0.0,3.0,0.0,0.0,115.0,5.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0231,matuwa,matuwa,59.034416792,0.2,0.0,0.4,0.0,15.3,0.0,6.0,0.0,3.0,0.0,0.0,115.0,5.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0232,buah melinjo,buah melinjo,47.084129992,0.9,0.0,0.1,0.0,11.8,0.0,53.0,0.0,30.0,0.0,0.0,181.0,8.0,0.0,0.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0233,menteng kemundung,menteng kemundung,59.034416792,0.2,0.0,0.4,0.0,15.3,0.0,6.0,0.0,3.0,0.0,0.0,115.0,5.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0234,nanas,nanas,48.99617588,0.4,0.0,0.4,0.0,12.4,0.0,15.0,0.0,11.0,0.0,0.0,113.0,2.0,0.0,0.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0235,nangka masak di pohon,nangka masak di pohon,115.91778196,0.8,0.0,0.2,0.0,31.2,0.0,11.0,0.0,26.0,0.0,0.0,465.0,91.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0236,pepaya,pepaya,38.957934968,0.6,0.0,0.1,0.0,9.8,0.0,62.0,0.0,38.0,0.0,0.0,257.0,135.0,0.0,1.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0237,pepaya muda mentah,pepaya muda mentah,21.988527712,1.0,0.0,0.4,0.0,4.5,0.0,20.0,0.0,20.0,0.0,0.0,97.0,13.0,0.0,0.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0238,pisang ambon,pisang ambon,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0239,pisang ambon hong matang,pisang ambon hong matang,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0240,pisang ambon mentah,pisang ambon mentah,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0241,sudut pisang,sudut pisang,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0242,pisang asem matang,pisang asem matang,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0243,pisang hijau,pisang hijau,115.91778196,0.8,0.0,0.2,0.0,31.2,0.0,11.0,0.0,26.0,0.0,0.0,465.0,91.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0244,pisang jambe,pisang jambe,115.91778196,0.8,0.0,0.2,0.0,31.2,0.0,11.0,0.0,26.0,0.0,0.0,465.0,91.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0245,pisang jeklek,pisang jeklek,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0246,pisang kapuk gembrot,pisang kapuk gembrot,115.91778196,0.8,0.0,0.2,0.0,31.2,0.0,11.0,0.0,26.0,0.0,0.0,465.0,91.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0247,pisang kapok kuning,pisang kapok kuning,115.91778196,0.8,0.0,0.2,0.0,31.2,0.0,11.0,0.0,26.0,0.0,0.0,465.0,91.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0248,pisang kele,pisang kele,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0249,pisang kepok,pisang kepok,115.91778196,0.8,0.0,0.2,0.0,31.2,0.0,11.0,0.0,26.0,0.0,0.0,465.0,91.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0250,pisang kepok bawen suluh,pisang kepok bawen suluh,115.91778196,0.8,0.0,0.2,0.0,31.2,0.0,11.0,0.0,26.0,0.0,0.0,465.0,91.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0251,pisang kepok bawen mentah,pisang kepok bawen mentah,115.91778196,0.8,0.0,0.2,0.0,31.2,0.0,11.0,0.0,26.0,0.0,0.0,465.0,91.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0252,pisang kepok kuning mentah,pisang kepok kuning mentah,115.91778196,0.8,0.0,0.2,0.0,31.2,0.0,11.0,0.0,26.0,0.0,0.0,465.0,91.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0253,pisang kepok putih mentah,pisang kepok putih mentah,115.91778196,0.8,0.0,0.2,0.0,31.2,0.0,11.0,0.0,26.0,0.0,0.0,465.0,91.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0254,pisang klutuk matang,pisang klutuk matang,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0255,pisang kreak matang,pisang kreak matang,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0256,pisang mas,pisang mas,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0257,pisang potho,pisang potho,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0258,pisang potho mentah,pisang potho mentah,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0259,pisang prasmen,pisang prasmen,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0260,pisang prasmen mentah,pisang prasmen mentah,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0261,pisang pulut,pisang pulut,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0262,pisang raja,pisang raja,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0263,pisang raja bandung,pisang raja bandung,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0264,pisang raja bandung mentah,pisang raja bandung mentah,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0265,pisang raja kawista matang,pisang raja kawista matang,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0266,pisang raja mentah muda,pisang raja mentah muda,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0267,pisang raja nangka matang,pisang raja nangka matang,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0268,pisang raja nangka mentah,pisang raja nangka mentah,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0269,pisang raja sereh susu,pisang raja sereh susu,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0270,pisang raja uli,pisang raja uli,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0271,pisang rama,pisang rama,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0272,pisang rayap matang,pisang rayap matang,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0273,pisang santen,pisang santen,92.01720836,1.0,0.0,0.5,0.0,23.4,0.0,9.0,0.0,19.0,0.0,0.0,396.0,8.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0274,pisang siam,pisang siam,115.91778196,0.8,0.0,0.2,0.0,31.2,0.0,11.0,0.0,26.0,0.0,0.0,465.0,91.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0275,kolamoh kelapa,kolamoh kelapa,12.906309744,1.0,0.0,0.2,0.0,2.1,0.0,4.0,0.0,56.0,0.0,0.0,158.0,33.0,0.0,0.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0276,rambutan,rambutan,48.99617588,0.4,0.0,0.4,0.0,12.4,0.0,15.0,0.0,11.0,0.0,0.0,113.0,2.0,0.0,0.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0277,rambutan aceh,rambutan aceh,48.99617588,0.4,0.0,0.4,0.0,12.4,0.0,15.0,0.0,11.0,0.0,0.0,113.0,2.0,0.0,0.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0278,salak,salak,81.97896744799999,0.2,0.0,0.4,0.0,21.3,0.0,6.0,0.0,3.0,0.0,0.0,115.0,5.0,0.0,1.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0279,santan kelapa dan udara,santan kelapa dan udara,106.118546784,1.0,0.0,10.1,0.0,4.6,0.0,1.0,0.0,8.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
